'The Doctor' Romanov | Sabre,$4.59,$4.79
AWP | Man-o'-war (Field-Tested),$17.12,$17.89
AWP | Man-o'-war (Minimal Wear),$18.44,$19.27
AWP | Medusa (Battle-Scarred),$1,280.93,$1,339.15
AWP | Medusa (Field-Tested),$1,540.00,$1,610.00
AWP | Medusa (Well-Worn),$1,334.16,$1,394.80
AWP | Mortis (Battle-Scarred),$3.23,$3.37
AWP | Mortis (Factory New),$6.51,$6.80
AWP | Mortis (Field-Tested),$2.88,$3.01
AWP | Mortis (Minimal Wear),$3.68,$3.84
AWP | Mortis (Well-Worn),$4.91,$5.13
AWP | Neo-Noir (Battle-Scarred),$26.89,$28.11
AWP | Neo-Noir (Factory New),$49.00,$51.22
AWP | Neo-Noir (Field-Tested),$32.27,$33.73
AWP | Neo-Noir (Minimal Wear),$39.28,$41.06
AWP | Neo-Noir (Well-Worn),$30.99,$32.39
AWP | Oni Taiji (Battle-Scarred),$61.62,$64.42
AWP | Oni Taiji (Factory New),$177.51,$185.57
AWP | Oni Taiji (Field-Tested),$89.81,$93.89
AWP | Oni Taiji (Minimal Wear),$146.05,$152.68
AWP | Oni Taiji (Well-Worn),$67.18,$70.23
AWP | PAW (Battle-Scarred),$1.76,$1.84
AWP | PAW (Factory New),$4.46,$4.66
AWP | PAW (Field-Tested),$1.71,$1.78
AWP | PAW (Minimal Wear),$2.48,$2.59
AWP | PAW (Well-Worn),$1.92,$2.00
AWP | Phobos (Factory New),$2.12,$2.21
AWP | Phobos (Field-Tested),$1.34,$1.40
AWP | Phobos (Minimal Wear),$1.45,$1.51
AWP | Phobos (Well-Worn),$3.96,$4.14
AWP | Pink DDPAT (Battle-Scarred),$16.63,$17.38
AWP | Pink DDPAT (Factory New),$75.57,$79.00
AWP | Pink DDPAT (Field-Tested),$14.65,$15.31
AWP | Pink DDPAT (Minimal Wear),$23.61,$24.68
AWP | Pink DDPAT (Well-Worn),$15.85,$16.57
AWP | Pit Viper (Battle-Scarred),$1.08,$1.12
AWP | Pit Viper (Field-Tested),$0.63,$0.65
AWP | Pit Viper (Minimal Wear),$0.88,$0.92
AWP | Pit Viper (Well-Worn),$0.92,$0.96
AWP | Redline (Field-Tested),$19.09,$19.95
AWP | Redline (Minimal Wear),$31.95,$33.40
AWP | Redline (Well-Worn),$30.03,$31.39
AWP | Safari Mesh (Battle-Scarred),$0.25,$0.26
AWP | Safari Mesh (Factory New),$2.14,$2.23
AWP | Safari Mesh (Field-Tested),$0.10,$0.11
AWP | Safari Mesh (Minimal Wear),$0.27,$0.28
AWP | Safari Mesh (Well-Worn),$0.16,$0.17
AWP | Snake Camo (Battle-Scarred),$54.60,$57.08
AWP | Snake Camo (Factory New),$93.39,$97.63
AWP | Snake Camo (Field-Tested),$46.94,$49.07
AWP | Snake Camo (Minimal Wear),$54.60,$57.08
AWP | Snake Camo (Well-Worn),$44.00,$46.00
AWP | Sun in Leo (Battle-Scarred),$3.99,$4.17
AWP | Sun in Leo (Factory New),$8.62,$9.01
AWP | Sun in Leo (Field-Tested),$3.42,$3.57
AWP | Sun in Leo (Minimal Wear),$5.37,$5.61
AWP | Sun in Leo (Well-Worn),$3.83,$4.00
AWP | The Prince (Battle-Scarred),$1,278.87,$1,337.00
AWP | The Prince (Field-Tested),$1,443.69,$1,509.31
AWP | The Prince (Well-Worn),$1,341.12,$1,402.08
AWP | Wildfire (Battle-Scarred),$26.93,$28.15
AWP | Wildfire (Factory New),$105.87,$110.68
AWP | Wildfire (Field-Tested),$45.27,$47.32
AWP | Wildfire (Minimal Wear),$74.97,$78.37
AWP | Wildfire (Well-Worn),$44.77,$46.80
AWP | Worm God (Factory New),$2.37,$2.47
AWP | Worm God (Field-Tested),$1.40,$1.46
AWP | Worm God (Minimal Wear),$1.55,$1.62
AWP | Worm God (Well-Worn),$1.82,$1.90
B Squadron Officer | SAS,$0.84,$0.87
Baggage Pin,$4.59,$4.79
Berlin 2019 Dust II Souvenir Package,$5.22,$5.45
Berlin 2019 Inferno Souvenir Package,$10.05,$10.50
Berlin 2019 Legends (Holo-Foil),$4.59,$4.79
Berlin 2019 Legends Autograph Capsule,$2.45,$2.56
Berlin 2019 Minor Challengers (Holo-Foil),$3.06,$3.19
Berlin 2019 Minor Challengers Autograph Capsule,$1.83,$1.91
Berlin 2019 Mirage Souvenir Package,$7.59,$7.93
Berlin 2019 Nuke Souvenir Package,$9.46,$9.89
Berlin 2019 Overpass Souvenir Package,$8.06,$8.42
Berlin 2019 Returning Challengers (Holo-Foil),$3.98,$4.16
Berlin 2019 Returning Challengers Autograph Capsule,$2.36,$2.46
Berlin 2019 Train Souvenir Package,$7.53,$7.87
Berlin 2019 Vertigo Souvenir Package,$6.19,$6.47
Berlin 2019 Viewer Pass,$8.61,$9.00
Berlin 2019 Viewer Pass + 3 Souvenir Tokens,$32.93,$34.42
Bestiary Capsule,$1.02,$1.06
Black Mesa Pin,$5.99,$6.26
Blackwolf | Sabre,$2.05,$2.14
Bloodhound Pin,$10.53,$11.00
Boston 2018 Attending Legends (Holo-Foil),$18.95,$19.81
Boston 2018 Attending Legends Autograph Capsule,$7.57,$7.91
Boston 2018 Cache Souvenir Package,$8.78,$9.17
Boston 2018 Cobblestone Souvenir Package,$401.64,$419.89
Boston 2018 Inferno Souvenir Package,$6.55,$6.84
Boston 2018 Legends (Holo-Foil),$109.18,$114.14
Boston 2018 Legends Autograph Capsule,$63.29,$66.16
Boston 2018 Minor Challengers (Holo-Foil),$116.91,$122.22
Boston 2018 Minor Challengers Autograph Capsule,$185.59,$194.02
Boston 2018 Minor Challengers with Flash Gaming (Holo-Foil),$17.91,$18.72
Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,$8.04,$8.40
Boston 2018 Mirage Souvenir Package,$6.84,$7.15
Boston 2018 Nuke Souvenir Package,$22.94,$23.98
Boston 2018 Overpass Souvenir Package,$14.65,$15.31
Boston 2018 Returning Challengers (Holo-Foil),$23.82,$24.90
Boston 2018 Returning Challengers Autograph Capsule,$10.45,$10.92
Boston 2018 Train Souvenir Package,$5.03,$5.25
Bravo Pin,$6.43,$6.72
Brigadier General Pin,$20.11,$21.02
Buckshot | NSWC SEAL,$0.83,$0.86
Cache Pin,$12.39,$12.95
Canals Pin,$4.40,$4.60
Chicken Capsule,$1.03,$1.07
Chroma 2 Case,$0.09,$0.10
Chroma 2 Case Key,$6.76,$7.06
Chroma 3 Case,$0.06,$0.07
Chroma 3 Case Key,$6.77,$7.07
Chroma Case,$0.41,$0.42
Chroma Case Key,$6.65,$6.95
Chroma Pin,$16.85,$17.61
City 17 Pin,$5.61,$5.86
Civil Protection Pin,$25.11,$26.25
Clutch Case,$0.15,$0.16
Clutch Case Key,$7.66,$8.00
CMB Pin,$5.95,$6.22
Cobblestone Pin,$8.65,$9.04
Collectible Pins Capsule Series 1,$10.32,$10.78
Collectible Pins Capsule Series 2,$10.36,$10.83
Collectible Pins Capsule Series 3,$10.38,$10.85
Cologne 2016 Cache Souvenir Package,$11.48,$12.00
Cologne 2016 Challengers (Holo-Foil),$16.02,$16.74
Cologne 2016 Cobblestone Souvenir Package,$409.64,$428.26
Cologne 2016 Dust II Souvenir Package,$9.74,$10.18
Cologne 2016 Legends (Holo-Foil),$22.96,$24.00
Cologne 2016 Mirage Souvenir Package,$9.55,$9.98
Cologne 2016 Nuke Souvenir Package,$27.99,$29.26
Cologne 2016 Overpass Souvenir Package,$43.68,$45.66
Cologne 2016 Train Souvenir Package,$6.62,$6.92
Combine Helmet Pin,$7.61,$7.95
Community Capsule 2018,$1.03,$1.07
Community Graffiti Box 1,$1.03,$1.07
Community Sticker Capsule 1,$4.59,$4.79
Community Sticker Capsule 1 Key,$4.01,$4.19
Copper Lambda Pin,$10.62,$11.10
CS20 Case,$0.07,$0.08
CS20 Case Key,$8.01,$8.37
CS20 Sticker Capsule,$1.01,$1.05
CS:GO Capsule Key,$3.72,$3.88
CS:GO Case Key,$6.68,$6.98
CS:GO Graffiti Box,$1.02,$1.06
CS:GO Patch Pack,$1.80,$1.88
CS:GO Weapon Case,$27.68,$28.93
CS:GO Weapon Case 2,$3.06,$3.19
CS:GO Weapon Case 3,$1.80,$1.88
CZ75-Auto | Army Sheen (Factory New),$1.10,$1.15
CZ75-Auto | Army Sheen (Field-Tested),$0.40,$0.41
CZ75-Auto | Army Sheen (Minimal Wear),$0.53,$0.55
CZ75-Auto | Chalice (Factory New),$152.84,$159.78
CZ75-Auto | Crimson Web (Battle-Scarred),$0.26,$0.27
CZ75-Auto | Crimson Web (Factory New),$12.10,$12.65
CZ75-Auto | Crimson Web (Field-Tested),$0.28,$0.29
CZ75-Auto | Crimson Web (Minimal Wear),$1.03,$1.07
CZ75-Auto | Crimson Web (Well-Worn),$0.37,$0.38
CZ75-Auto | Distressed (Battle-Scarred),$0.08,$0.09
CZ75-Auto | Distressed (Factory New),$0.37,$0.38
CZ75-Auto | Distressed (Field-Tested),$0.10,$0.11
CZ75-Auto | Distressed (Minimal Wear),$0.19,$0.20
CZ75-Auto | Distressed (Well-Worn),$0.08,$0.09
CZ75-Auto | Eco (Battle-Scarred),$0.40,$0.41
CZ75-Auto | Eco (Factory New),$2.55,$2.66
CZ75-Auto | Eco (Field-Tested),$0.42,$0.43
CZ75-Auto | Eco (Minimal Wear),$0.88,$0.92
CZ75-Auto | Eco (Well-Worn),$0.39,$0.40
CZ75-Auto | Emerald (Factory New),$7.10,$7.42
CZ75-Auto | Emerald (Minimal Wear),$5.70,$5.95
CZ75-Auto | Emerald Quartz (Battle-Scarred),$13.34,$13.94
CZ75-Auto | Emerald Quartz (Factory New),$15.95,$16.67
CZ75-Auto | Emerald Quartz (Field-Tested),$13.79,$14.41
CZ75-Auto | Emerald Quartz (Minimal Wear),$14.86,$15.53
CZ75-Auto | Emerald Quartz (Well-Worn),$13.45,$14.06
CZ75-Auto | Green Plaid (Battle-Scarred),$0.80,$0.83
CZ75-Auto | Green Plaid (Factory New),$1.12,$1.17
CZ75-Auto | Green Plaid (Field-Tested),$0.59,$0.61
CZ75-Auto | Green Plaid (Minimal Wear),$0.69,$0.72
CZ75-Auto | Green Plaid (Well-Worn),$0.68,$0.71
CZ75-Auto | Hexane (Factory New),$2.80,$2.92
CZ75-Auto | Hexane (Field-Tested),$0.59,$0.61
CZ75-Auto | Hexane (Minimal Wear),$1.11,$1.16
CZ75-Auto | Hexane (Well-Worn),$0.78,$0.81
CZ75-Auto | Imprint (Battle-Scarred),$0.08,$0.09
CZ75-Auto | Imprint (Factory New),$0.28,$0.29
CZ75-Auto | Imprint (Field-Tested),$0.08,$0.09
CZ75-Auto | Imprint (Minimal Wear),$0.10,$0.11
CZ75-Auto | Imprint (Well-Worn),$0.08,$0.09
CZ75-Auto | Indigo (Battle-Scarred),$0.10,$0.11
CZ75-Auto | Indigo (Factory New),$1.14,$1.19
CZ75-Auto | Indigo (Field-Tested),$0.11,$0.12
CZ75-Auto | Indigo (Minimal Wear),$0.22,$0.23
CZ75-Auto | Indigo (Well-Worn),$0.10,$0.11
CZ75-Auto | Nitro (Battle-Scarred),$3.16,$3.30
CZ75-Auto | Nitro (Factory New),$24.87,$26.00
CZ75-Auto | Nitro (Field-Tested),$3.68,$3.84
CZ75-Auto | Nitro (Minimal Wear),$4.40,$4.60
CZ75-Auto | Nitro (Well-Worn),$3.92,$4.09
CZ75-Auto | Poison Dart (Battle-Scarred),$2.73,$2.85
CZ75-Auto | Poison Dart (Factory New),$2.62,$2.73
CZ75-Auto | Poison Dart (Field-Tested),$0.59,$0.61
CZ75-Auto | Poison Dart (Minimal Wear),$1.49,$1.55
CZ75-Auto | Poison Dart (Well-Worn),$6.87,$7.18
CZ75-Auto | Pole Position (Battle-Scarred),$0.40,$0.41
CZ75-Auto | Pole Position (Factory New),$1.19,$1.24
CZ75-Auto | Pole Position (Field-Tested),$0.35,$0.36
CZ75-Auto | Pole Position (Minimal Wear),$0.67,$0.70
CZ75-Auto | Pole Position (Well-Worn),$0.42,$0.43
CZ75-Auto | Polymer (Battle-Scarred),$0.11,$0.12
CZ75-Auto | Polymer (Factory New),$0.27,$0.28
CZ75-Auto | Polymer (Field-Tested),$0.11,$0.12
CZ75-Auto | Polymer (Minimal Wear),$0.19,$0.20
CZ75-Auto | Polymer (Well-Worn),$0.15,$0.16
CZ75-Auto | Red Astor (Battle-Scarred),$0.37,$0.38
CZ75-Auto | Red Astor (Factory New),$1.98,$2.07
CZ75-Auto | Red Astor (Field-Tested),$0.37,$0.38
CZ75-Auto | Red Astor (Minimal Wear),$0.73,$0.76
CZ75-Auto | Red Astor (Well-Worn),$0.36,$0.37
CZ75-Auto | Tacticat (Battle-Scarred),$0.37,$0.38
CZ75-Auto | Tacticat (Factory New),$1.24,$1.29
CZ75-Auto | Tacticat (Field-Tested),$0.37,$0.38
CZ75-Auto | Tacticat (Minimal Wear),$0.72,$0.75
CZ75-Auto | Tacticat (Well-Worn),$0.44,$0.46
CZ75-Auto | The Fuschia Is Now (Factory New),$28.69,$29.99
CZ75-Auto | The Fuschia Is Now (Field-Tested),$9.18,$9.59
CZ75-Auto | The Fuschia Is Now (Minimal Wear),$14.34,$14.99
CZ75-Auto | The Fuschia Is Now (Well-Worn),$71.74,$75.00
CZ75-Auto | Tigris (Battle-Scarred),$0.42,$0.43
CZ75-Auto | Tigris (Factory New),$1.35,$1.41
CZ75-Auto | Tigris (Field-Tested),$0.46,$0.48
CZ75-Auto | Tigris (Minimal Wear),$0.62,$0.64
CZ75-Auto | Tigris (Well-Worn),$0.40,$0.41
CZ75-Auto | Tread Plate (Factory New),$3.61,$3.77
CZ75-Auto | Tread Plate (Field-Tested),$2.40,$2.50
CZ75-Auto | Tread Plate (Minimal Wear),$2.53,$2.64
CZ75-Auto | Tuxedo (Battle-Scarred),$0.28,$0.29
CZ75-Auto | Tuxedo (Factory New),$1.06,$1.10
CZ75-Auto | Tuxedo (Field-Tested),$0.36,$0.37
CZ75-Auto | Tuxedo (Minimal Wear),$0.77,$0.80
CZ75-Auto | Tuxedo (Well-Worn),$0.34,$0.35
CZ75-Auto | Twist (Battle-Scarred),$0.23,$0.24
CZ75-Auto | Twist (Factory New),$1.11,$1.16
CZ75-Auto | Twist (Field-Tested),$0.22,$0.23
CZ75-Auto | Twist (Minimal Wear),$0.30,$0.31
CZ75-Auto | Twist (Well-Worn),$0.18,$0.19
CZ75-Auto | Victoria (Battle-Scarred),$4.99,$5.21
CZ75-Auto | Victoria (Factory New),$10.73,$11.21
CZ75-Auto | Victoria (Field-Tested),$4.59,$4.79
CZ75-Auto | Victoria (Minimal Wear),$7.46,$7.79
CZ75-Auto | Victoria (Well-Worn),$8.40,$8.78
CZ75-Auto | Xiangliu (Battle-Scarred),$4.13,$4.31
CZ75-Auto | Xiangliu (Factory New),$6.82,$7.13
CZ75-Auto | Xiangliu (Field-Tested),$4.36,$4.55
CZ75-Auto | Xiangliu (Minimal Wear),$5.53,$5.78
CZ75-Auto | Xiangliu (Well-Worn),$4.40,$4.60
CZ75-Auto | Yellow Jacket (Battle-Scarred),$2.86,$2.99
CZ75-Auto | Yellow Jacket (Factory New),$8.53,$8.91
CZ75-Auto | Yellow Jacket (Field-Tested),$3.25,$3.39
CZ75-Auto | Yellow Jacket (Minimal Wear),$5.29,$5.53
CZ75-Auto | Yellow Jacket (Well-Worn),$2.83,$2.95
Danger Zone Case,$0.06,$0.07
Danger Zone Case Key,$7.77,$8.12
Death Sentence Pin,$4.99,$5.21
Desert Eagle | Blaze (Factory New),$414.83,$433.68
Desert Eagle | Blaze (Minimal Wear),$459.42,$480.30
Desert Eagle | Blue Ply (Battle-Scarred),$0.27,$0.28
Desert Eagle | Blue Ply (Factory New),$1.87,$1.95
Desert Eagle | Blue Ply (Field-Tested),$0.34,$0.35
Desert Eagle | Blue Ply (Minimal Wear),$0.61,$0.63
Desert Eagle | Blue Ply (Well-Worn),$0.28,$0.29
Desert Eagle | Bronze Deco (Battle-Scarred),$0.77,$0.80
Desert Eagle | Bronze Deco (Factory New),$0.66,$0.69
Desert Eagle | Bronze Deco (Field-Tested),$0.24,$0.25
Desert Eagle | Bronze Deco (Minimal Wear),$0.44,$0.46
Desert Eagle | Bronze Deco (Well-Worn),$0.31,$0.32
Desert Eagle | Cobalt Disruption (Factory New),$32.25,$33.71
Desert Eagle | Cobalt Disruption (Field-Tested),$22.16,$23.16
Desert Eagle | Cobalt Disruption (Minimal Wear),$23.90,$24.98
Desert Eagle | Code Red (Battle-Scarred),$16.50,$17.25
Desert Eagle | Code Red (Factory New),$77.48,$81.00
Desert Eagle | Code Red (Field-Tested),$25.11,$26.25
Desert Eagle | Code Red (Minimal Wear),$37.51,$39.21
Desert Eagle | Code Red (Well-Worn),$21.35,$22.32
Desert Eagle | Conspiracy (Factory New),$5.37,$5.61
Desert Eagle | Conspiracy (Field-Tested),$3.45,$3.60
Desert Eagle | Conspiracy (Minimal Wear),$3.83,$4.00
Desert Eagle | Corinthian (Factory New),$1.34,$1.40
Desert Eagle | Corinthian (Field-Tested),$0.71,$0.74
Desert Eagle | Corinthian (Minimal Wear),$0.83,$0.86
Desert Eagle | Corinthian (Well-Worn),$1.18,$1.23
Desert Eagle | Crimson Web (Battle-Scarred),$3.98,$4.16
Desert Eagle | Crimson Web (Factory New),$108.55,$113.48
Desert Eagle | Crimson Web (Field-Tested),$4.38,$4.57
Desert Eagle | Crimson Web (Minimal Wear),$20.49,$21.42
Desert Eagle | Crimson Web (Well-Worn),$6.64,$6.94
Desert Eagle | Directive (Battle-Scarred),$0.38,$0.39
Desert Eagle | Directive (Factory New),$7.54,$7.88
Desert Eagle | Directive (Field-Tested),$0.44,$0.46
Desert Eagle | Directive (Minimal Wear),$1.35,$1.41
Desert Eagle | Directive (Well-Worn),$0.46,$0.48
Desert Eagle | Emerald Jörmungandr (Battle-Scarred),$72.78,$76.08
Desert Eagle | Emerald Jörmungandr (Factory New),$73.16,$76.48
Desert Eagle | Emerald Jörmungandr (Field-Tested),$61.24,$64.02
Desert Eagle | Emerald Jörmungandr (Minimal Wear),$64.07,$66.98
Desert Eagle | Emerald Jörmungandr (Well-Worn),$64.82,$67.76
Desert Eagle | Golden Koi (Factory New),$31.62,$33.05
Desert Eagle | Golden Koi (Minimal Wear),$29.55,$30.89
Desert Eagle | Hand Cannon (Battle-Scarred),$163.85,$171.29
Desert Eagle | Hand Cannon (Factory New),$166.77,$174.35
Desert Eagle | Hand Cannon (Field-Tested),$130.41,$136.33
Desert Eagle | Hand Cannon (Minimal Wear),$133.18,$139.23
Desert Eagle | Hand Cannon (Well-Worn),$191.30,$199.99
Desert Eagle | Heirloom (Battle-Scarred),$2.24,$2.34
Desert Eagle | Heirloom (Factory New),$7.81,$8.16
Desert Eagle | Heirloom (Field-Tested),$2.15,$2.24
Desert Eagle | Heirloom (Minimal Wear),$3.12,$3.26
Desert Eagle | Heirloom (Well-Worn),$3.03,$3.16
Desert Eagle | Hypnotic (Factory New),$50.22,$52.50
Desert Eagle | Hypnotic (Minimal Wear),$47.83,$50.00
Desert Eagle | Kumicho Dragon (Battle-Scarred),$8.62,$9.01
Desert Eagle | Kumicho Dragon (Factory New),$25.82,$26.99
Desert Eagle | Kumicho Dragon (Field-Tested),$9.33,$9.75
Desert Eagle | Kumicho Dragon (Minimal Wear),$14.55,$15.21
Desert Eagle | Kumicho Dragon (Well-Worn),$12.17,$12.72
Desert Eagle | Light Rail (Battle-Scarred),$0.97,$1.01
Desert Eagle | Light Rail (Factory New),$3.83,$4.00
Desert Eagle | Light Rail (Field-Tested),$1.01,$1.05
Desert Eagle | Light Rail (Minimal Wear),$1.74,$1.81
Desert Eagle | Light Rail (Well-Worn),$1.03,$1.07
Desert Eagle | Mecha Industries (Battle-Scarred),$3.58,$3.74
Desert Eagle | Mecha Industries (Factory New),$8.96,$9.36
Desert Eagle | Mecha Industries (Field-Tested),$4.15,$4.33
Desert Eagle | Mecha Industries (Minimal Wear),$5.59,$5.84
Desert Eagle | Mecha Industries (Well-Worn),$5.53,$5.78
Desert Eagle | Meteorite (Factory New),$1.01,$1.05
Desert Eagle | Meteorite (Field-Tested),$0.66,$0.69
Desert Eagle | Meteorite (Minimal Wear),$0.75,$0.78
Desert Eagle | Midnight Storm (Battle-Scarred),$3.58,$3.74
Desert Eagle | Midnight Storm (Factory New),$10.36,$10.83
Desert Eagle | Midnight Storm (Field-Tested),$3.59,$3.75
Desert Eagle | Midnight Storm (Minimal Wear),$5.02,$5.24
Desert Eagle | Midnight Storm (Well-Worn),$4.13,$4.31
Desert Eagle | Mudder (Battle-Scarred),$0.06,$0.07
Desert Eagle | Mudder (Factory New),$0.84,$0.87
Desert Eagle | Mudder (Field-Tested),$0.06,$0.07
Desert Eagle | Mudder (Minimal Wear),$0.11,$0.12
Desert Eagle | Mudder (Well-Worn),$0.05,$0.06
Desert Eagle | Naga (Battle-Scarred),$0.94,$0.98
Desert Eagle | Naga (Factory New),$4.43,$4.63
Desert Eagle | Naga (Field-Tested),$0.93,$0.97
Desert Eagle | Naga (Minimal Wear),$1.58,$1.65
Desert Eagle | Naga (Well-Worn),$0.96,$1.00
Desert Eagle | Night (Battle-Scarred),$1.38,$1.44
Desert Eagle | Night (Factory New),$26.36,$27.55
Desert Eagle | Night (Field-Tested),$1.49,$1.55
Desert Eagle | Night (Minimal Wear),$2.83,$2.95
Desert Eagle | Night (Well-Worn),$1.30,$1.35
Desert Eagle | Oxide Blaze (Battle-Scarred),$0.26,$0.27
Desert Eagle | Oxide Blaze (Factory New),$0.48,$0.50
Desert Eagle | Oxide Blaze (Field-Tested),$0.23,$0.24
Desert Eagle | Oxide Blaze (Minimal Wear),$0.34,$0.35
Desert Eagle | Oxide Blaze (Well-Worn),$0.28,$0.29
Desert Eagle | Pilot (Battle-Scarred),$37.66,$39.37
Desert Eagle | Pilot (Factory New),$137.90,$144.16
Desert Eagle | Pilot (Field-Tested),$52.10,$54.46
Desert Eagle | Pilot (Minimal Wear),$79.61,$83.22
Desert Eagle | Pilot (Well-Worn),$41.22,$43.09
Desert Eagle | Sunset Storm 壱 (Battle-Scarred),$195.04,$203.90
Desert Eagle | Sunset Storm 壱 (Factory New),$94.82,$99.13
Desert Eagle | Sunset Storm 壱 (Field-Tested),$80.04,$83.67
Desert Eagle | Sunset Storm 壱 (Minimal Wear),$85.10,$88.96
Desert Eagle | Sunset Storm 壱 (Well-Worn),$81.88,$85.60
Desert Eagle | Sunset Storm 弐 (Battle-Scarred),$77.45,$80.97
Desert Eagle | Sunset Storm 弐 (Factory New),$101.98,$106.61
Desert Eagle | Sunset Storm 弐 (Field-Tested),$436.66,$456.50
Desert Eagle | Sunset Storm 弐 (Minimal Wear),$101.06,$105.65
Desert Eagle | Urban DDPAT (Battle-Scarred),$0.40,$0.41
Desert Eagle | Urban DDPAT (Factory New),$11.09,$11.59
Desert Eagle | Urban DDPAT (Field-Tested),$0.47,$0.49
Desert Eagle | Urban DDPAT (Minimal Wear),$1.26,$1.31
Desert Eagle | Urban DDPAT (Well-Worn),$0.48,$0.50
Desert Eagle | Urban Rubble (Battle-Scarred),$0.26,$0.27
Desert Eagle | Urban Rubble (Factory New),$0.58,$0.60
Desert Eagle | Urban Rubble (Field-Tested),$0.26,$0.27
Desert Eagle | Urban Rubble (Minimal Wear),$0.46,$0.48
Desert Eagle | Urban Rubble (Well-Worn),$0.26,$0.27
Dragomir | Sabre,$0.77,$0.80
DreamHack 2013 Souvenir Package,$163.75,$171.19
DreamHack 2014 Cache Souvenir Package,$47.83,$50.00
DreamHack 2014 Cobblestone Souvenir Package,$1,364.57,$1,426.59
DreamHack 2014 Dust II Souvenir Package,$31.90,$33.35
DreamHack 2014 Inferno Souvenir Package,$26.78,$27.99
DreamHack 2014 Legends (Holo-Foil),$105.12,$109.89
DreamHack 2014 Mirage Souvenir Package,$43.68,$45.66
DreamHack 2014 Nuke Souvenir Package,$107.19,$112.06
DreamHack 2014 Overpass Souvenir Package,$135.60,$141.76
DreamHack Cluj-Napoca 2015 Cache Souvenir Package,$16.39,$17.13
DreamHack Cluj-Napoca 2015 Challengers (Foil),$29.37,$30.70
DreamHack Cluj-Napoca 2015 Cobblestone Souvenir Package,$439.39,$459.36
DreamHack Cluj-Napoca 2015 Dust II Souvenir Package,$8.52,$8.90
DreamHack Cluj-Napoca 2015 Inferno Souvenir Package,$10.92,$11.41
DreamHack Cluj-Napoca 2015 Legends (Foil),$11.23,$11.74
DreamHack Cluj-Napoca 2015 Mirage Souvenir Package,$15.07,$15.75
DreamHack Cluj-Napoca 2015 Overpass Souvenir Package,$87.58,$91.56
DreamHack Cluj-Napoca 2015 Train Souvenir Package,$7.64,$7.98
Dual Berettas | Anodized Navy (Factory New),$0.39,$0.40
Dual Berettas | Anodized Navy (Minimal Wear),$1.11,$1.16
Dual Berettas | Balance (Battle-Scarred),$0.19,$0.20
Dual Berettas | Balance (Factory New),$0.79,$0.82
Dual Berettas | Balance (Field-Tested),$0.18,$0.19
Dual Berettas | Balance (Minimal Wear),$0.31,$0.32
Dual Berettas | Balance (Well-Worn),$0.20,$0.21
Dual Berettas | Black Limba (Battle-Scarred),$2.71,$2.83
Dual Berettas | Black Limba (Factory New),$10.53,$11.00
Dual Berettas | Black Limba (Field-Tested),$2.66,$2.78
Dual Berettas | Black Limba (Minimal Wear),$2.73,$2.85
Dual Berettas | Black Limba (Well-Worn),$2.64,$2.76
Dual Berettas | Briar (Factory New),$1.07,$1.11
Dual Berettas | Briar (Field-Tested),$0.62,$0.64
Dual Berettas | Briar (Minimal Wear),$0.71,$0.74
Dual Berettas | Cartel (Battle-Scarred),$0.10,$0.11
Dual Berettas | Cartel (Factory New),$0.67,$0.70
Dual Berettas | Cartel (Field-Tested),$0.13,$0.14
Dual Berettas | Cartel (Minimal Wear),$0.24,$0.25
Dual Berettas | Cartel (Well-Worn),$0.10,$0.11
Dual Berettas | Cobalt Quartz (Factory New),$0.31,$0.32
Dual Berettas | Cobalt Quartz (Field-Tested),$0.18,$0.19
Dual Berettas | Cobalt Quartz (Minimal Wear),$0.20,$0.21
Dual Berettas | Cobalt Quartz (Well-Worn),$0.41,$0.42
Dual Berettas | Cobra Strike (Battle-Scarred),$12.16,$12.71
Dual Berettas | Cobra Strike (Factory New),$20.66,$21.59
Dual Berettas | Cobra Strike (Field-Tested),$11.45,$11.97
Dual Berettas | Cobra Strike (Minimal Wear),$15.25,$15.94
Dual Berettas | Cobra Strike (Well-Worn),$10.05,$10.50
Dual Berettas | Colony (Battle-Scarred),$0.03,$0.04
Dual Berettas | Colony (Factory New),$0.15,$0.16
Dual Berettas | Colony (Field-Tested),$0.03,$0.04
Dual Berettas | Colony (Minimal Wear),$0.03,$0.04
Dual Berettas | Colony (Well-Worn),$0.03,$0.04
Dual Berettas | Contractor (Battle-Scarred),$0.03,$0.04
Dual Berettas | Contractor (Factory New),$0.11,$0.12
Dual Berettas | Contractor (Field-Tested),$0.03,$0.04
Dual Berettas | Contractor (Minimal Wear),$0.03,$0.04
Dual Berettas | Contractor (Well-Worn),$0.03,$0.04
Dual Berettas | Demolition (Battle-Scarred),$1.89,$1.97
Dual Berettas | Demolition (Field-Tested),$2.47,$2.58
Dual Berettas | Demolition (Well-Worn),$1.84,$1.92
Dual Berettas | Dualing Dragons (Battle-Scarred),$0.15,$0.16
Dual Berettas | Dualing Dragons (Factory New),$1.44,$1.50
Dual Berettas | Dualing Dragons (Field-Tested),$0.17,$0.18
Dual Berettas | Dualing Dragons (Minimal Wear),$0.30,$0.31
Dual Berettas | Dualing Dragons (Well-Worn),$0.16,$0.17
Dual Berettas | Duelist (Battle-Scarred),$27.31,$28.55
Dual Berettas | Duelist (Factory New),$38.08,$39.81
